category,food_id,food_name,calorie,water,protein,fat,cholesterol,carb,fiber,ash
11,11225,＜鳥肉類＞にわとり　［若鶏肉］　もも　皮なし　焼き　,161,68.1,25.5,5.7,120,0,0,1.2
11,11226,＜鳥肉類＞にわとり　［若鶏肉］　もも　皮なし　ゆで　,155,69.1,25.1,5.2,120,0,0,0.9
11,11290,＜鳥肉類＞にわとり　［若鶏肉］　もも　皮なし　から揚げ　,255,47.1,25.4,11.4,100,12.7,0.9,3.4
11,11227,＜鳥肉類＞にわとり　［若鶏肉］　ささ身　生　,105,75,23,0.8,67,0,0,1.2
11,11228,＜鳥肉類＞にわとり　［若鶏肉］　ささ身　焼き　,127,70.1,27.3,1.3,76,0,0,1.3
11,11229,＜鳥肉類＞にわとり　［若鶏肉］　ささ身　ゆで　,125,70.6,27.3,1,75,0,0,1.1
11,11230,＜鳥肉類＞にわとり　［ひき肉］　生　　,186,70.2,17.5,12,80,0,0,0.8
11,11291,＜鳥肉類＞にわとり　［ひき肉］　焼き　　,255,57.1,27.5,14.8,120,0,0,1.3
11,11231,＜鳥肉類＞にわとり　［副生物］　心臓　生　,207,69,14.5,15.5,160,,0,1
11,11232,＜鳥肉類＞にわとり　［副生物］　肝臓　生　,111,75.7,18.9,3.1,370,0.6,0,1.7
11,11233,＜鳥肉類＞にわとり　［副生物］　筋胃　生　,94,79,18.3,1.8,200,,0,0.9
11,11234,＜鳥肉類＞にわとり　［副生物］　皮　むね　生　,492,41.5,9.4,48.1,110,0,0,0.4
11,11235,＜鳥肉類＞にわとり　［副生物］　皮　もも　生　,513,41.6,6.6,51.6,120,0,0,0.2
11,11236,＜鳥肉類＞にわとり　［副生物］　軟骨　生　,54,85,12.5,0.4,29,0.4,0,1.7
11,11237,＜鳥肉類＞にわとり　［その他］　焼き鳥缶詰　　,177,62.8,18.4,7.8,76,8.2,0,2.8
11,11292,＜鳥肉類＞にわとり　［その他］　チキンナゲット　,194,53.7,15.5,13.7,45,14.9,1.2,2.3
11,11293,＜鳥肉類＞にわとり　［その他］　つくね　,226,57.9,15.2,15.2,85,9.3,1.9,2.4
11,11238,＜鳥肉類＞はと　肉　皮なし　生　,141,71.5,21.8,5.1,160,0.3,0,1.3
11,11240,＜鳥肉類＞ほろほろちょう　肉　皮なし　生　　　,105,75.2,22.5,1,75,0.2,0,1.1
11,11241,＜その他＞いなご　つくだ煮　　　,247,33.7,26.3,1.4,77,32.3,0,6.3
11,11242,＜その他＞かえる　肉　生　　　,99,76.3,22.3,0.4,43,0.3,0,0.7
11,11243,＜その他＞すっぽん　肉　生　　　,197,69.1,16.4,13.4,95,0.5,0,0.6
11,11244,＜その他＞はち　はちの子缶詰　　　,250,44.3,16.2,7.2,55,30.2,0,2.1
12,12020,あひる卵　ピータン　　　,214,66.7,13.7,16.5,680,0,0,3.1
12,12001,うこっけい卵　全卵　生　　　,176,73.7,12,13,550,0.4,0,0.9
12,12002,うずら卵　全卵　生　　　,179,72.9,12.6,13.1,470,0.3,0,1.1
12,12003,うずら卵　水煮缶詰　　　,182,73.3,11,14.1,490,0.6,0,1
12,12004,鶏卵　全卵　生　,151,76.1,12.3,10.3,420,0.3,0,1
12,12005,鶏卵　全卵　ゆで　,151,75.8,12.9,10,420,0.3,0,1
12,12006,鶏卵　全卵　ポーチドエッグ　,164,74.9,12.3,11.7,420,0.2,0,0.9
12,12007,鶏卵　全卵　水煮缶詰　,146,77.5,10.8,10.6,400,,0,1.1
12,12008,鶏卵　全卵　加糖全卵　,217,58.2,9.8,10.6,330,20.7,0,0.7
12,12009,鶏卵　全卵　乾燥全卵　,608,4.5,49.1,42,1500,0.2,0,4.2
12,12010,鶏卵　卵黄　生　,387,48.2,16.5,33.5,1400,0.1,0,1.7
12,12011,鶏卵　卵黄　ゆで　,386,48,16.7,33.3,1400,0.2,0,1.8
12,12012,鶏卵　卵黄　加糖卵黄　,346,42,12.1,23.9,820,20.7,0,1.3
12,12013,鶏卵　卵黄　乾燥卵黄　,724,3.2,30.3,62.9,2300,0.2,0,3.4
12,12014,鶏卵　卵白　生　,47,88.4,10.5,,1,0.4,0,0.7
12,12015,鶏卵　卵白　ゆで　,50,87.6,11.3,,1,0.4,0,0.7
12,12016,鶏卵　卵白　乾燥卵白　,378,7.1,86.5,0.4,25,0.2,0,5.8
12,12017,鶏卵　たまご豆腐　　,79,85.2,6.4,5,220,2,0,1.4
12,12018,鶏卵　たまご焼　厚焼きたまご　,151,71.9,10.8,9.1,350,6.4,0,1.8
12,12019,鶏卵　たまご焼　だし巻きたまご　,128,77.5,11.2,9,370,0.5,0,1.8
13,13001,＜牛乳及び乳製品＞（液状乳類）　生乳　ジャージー種　　,80,85.9,3.6,5.1,17,4.7,0,0.7
13,13002,＜牛乳及び乳製品＞（液状乳類）　生乳　ホルスタイン種　　,66,87.7,3.2,3.7,12,4.7,0,0.7
13,13003,＜牛乳及び乳製品＞（液状乳類）　普通牛乳　　　,67,87.4,3.3,3.8,12,4.8,0,0.7
13,13004,＜牛乳及び乳製品＞（液状乳類）　加工乳　濃厚　　,73,86.3,3.5,4.2,16,5.2,0,0.8
13,13005,＜牛乳及び乳製品＞（液状乳類）　加工乳　低脂肪　　,46,88.8,3.8,1,6,5.5,0,0.9
13,13006,＜牛乳及び乳製品＞（液状乳類）　脱脂乳　　　,33,91.1,3.4,0.1,3,4.7,0,0.7
13,13007,＜牛乳及び乳製品＞（液状乳類）　乳飲料　コーヒー　　,56,88.1,2.2,2,8,7.2,0,0.5
13,13008,＜牛乳及び乳製品＞（液状乳類）　乳飲料　フルーツ　　,46,88.3,1.2,0.2,2,9.9,0,0.4
13,13009,＜牛乳及び乳製品＞（粉乳類）　全粉乳　　　,500,3,25.5,26.2,93,39.3,0,6
13,13010,＜牛乳及び乳製品＞（粉乳類）　脱脂粉乳　　　,359,3.8,34,1,25,53.3,0,7.9
13,13011,＜牛乳及び乳製品＞（粉乳類）　乳児用調製粉乳　　　,514,2.6,12.4,26.8,63,55.9,0,2.3
13,13012,＜牛乳及び乳製品＞（練乳類）　無糖練乳　　　,144,72.5,6.8,7.9,27,11.2,0,1.6
13,13013,＜牛乳及び乳製品＞（練乳類）　加糖練乳　　　,332,26.1,7.7,8.5,19,56,0,1.6
13,13014,＜牛乳及び乳製品＞（クリーム類）　クリーム　乳脂肪　　,433,49.5,2,45,120,3.1,0,0.4
13,13015,＜牛乳及び乳製品＞（クリーム類）　クリーム　乳脂肪 ・ 植物性脂肪　　,409,49.8,4.4,42.1,63,3,0,0.8
13,13016,＜牛乳及び乳製品＞（クリーム類）　クリーム　植物性脂肪　　,392,50,6.8,39.2,5,2.9,0,1.1
13,13017,＜牛乳及び乳製品＞（クリーム類）　ホイップクリーム　乳脂肪　　,430,44.3,1.8,40.7,110,12.9,0,0.4
13,13018,＜牛乳及び乳製品＞（クリーム類）　ホイップクリーム　乳脂肪・植物性脂肪　　,416,44,4,38.4,57,12.9,0,0.7
13,13019,＜牛乳及び乳製品＞（クリーム類）　ホイップクリーム　植物性脂肪　　,401,43.7,6.3,36.1,5,12.9,0,1
13,13020,＜牛乳及び乳製品＞（クリーム類）　コーヒーホワイトナー　液状　乳脂肪　　,211,70.3,5.2,18.3,50,5.5,0,0.7
13,13021,＜牛乳及び乳製品＞（クリーム類）　コーヒーホワイトナー　液状　乳脂肪・植物性脂肪　　,228,69.2,4.8,21.6,27,3.7,0,0.7
13,13022,＜牛乳及び乳製品＞（クリーム類）　コーヒーホワイトナー　液状　植物性脂肪　　,248,68.4,4.3,24.8,3,1.8,0,0.7
13,13023,＜牛乳及び乳製品＞（クリーム類）　コーヒーホワイトナー　粉末状　乳脂肪　　,518,2.8,7.7,27.6,86,60.1,0,1.8
13,13024,＜牛乳及び乳製品＞（クリーム類）　コーヒーホワイトナー　粉末状　植物性脂肪　　,568,3,2.8,38.3,1,53.1,0,2.8
13,13025,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）　ヨーグルト　全脂無糖　　,62,87.7,3.6,3,12,4.9,0,0.8
13,13053,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）　ヨーグルト　低脂肪無糖　　,45,89.2,3.7,1,5,5.2,0,0.8
13,13054,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）　ヨーグルト　無脂肪無糖　　,42,89.1,4,0.3,4,5.7,0,0.8
13,13026,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）　ヨーグルト　脱脂加糖　　,67,82.6,4.3,0.2,4,11.9,0,1
13,13027,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）　ヨーグルト　ドリンクタイプ　加糖　,65,83.8,2.9,0.5,3,12.2,0,0.6
13,13028,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）　乳酸菌飲料　乳製品　　,71,82.1,1.1,0.1,1,16.4,0,0.3
13,13029,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）　乳酸菌飲料　殺菌乳製品　　,217,45.5,1.5,0.1,2,52.6,0,0.3
13,13030,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）　乳酸菌飲料　非乳製品　　,58,85.4,0.4,0,1,14,0,0.2
13,13031,＜牛乳及び乳製品＞（チーズ類）　ナチュラルチーズ　エダム　　,356,41,28.9,25,65,1.4,0,3.7
13,13032,＜牛乳及び乳製品＞（チーズ類）　ナチュラルチーズ　エメンタール　　,429,33.5,27.3,33.6,85,1.6,0,4
13,13033,＜牛乳及び乳製品＞（チーズ類）　ナチュラルチーズ　カテージ　　,105,79,13.3,4.5,20,1.9,0,1.3
13,13034,＜牛乳及び乳製品＞（チーズ類）　ナチュラルチーズ　カマンベール　　,310,51.8,19.1,24.7,87,0.9,0,3.5
13,13035,＜牛乳及び乳製品＞（チーズ類）　ナチュラルチーズ　クリーム　　,346,55.5,8.2,33,99,2.3,0,1
13,13036,＜牛乳及び乳製品＞（チーズ類）　ナチュラルチーズ　ゴーダ　　,380,40,25.8,29,83,1.4,0,3.8
13,13037,＜牛乳及び乳製品＞（チーズ類）　ナチュラルチーズ　チェダー　　,423,35.3,25.7,33.8,100,1.4,0,3.8
13,13038,＜牛乳及び乳製品＞（チーズ類）　ナチュラルチーズ　パルメザン　　,475,15.4,44,30.8,96,1.9,0,7.9
13,13039,＜牛乳及び乳製品＞（チーズ類）　ナチュラルチーズ　ブルー　　,349,45.6,18.8,29,90,1,0,5.6
13,13055,＜牛乳及び乳製品＞（チーズ類）　ナチュラルチーズ　マスカルポーネ　　,293,62.4,4.4,28.2,83,4.3,0,0.8
13,13056,＜牛乳及び乳製品＞（チーズ類）　ナチュラルチーズ　モッツァレラ　　,276,56.3,18.4,19.9,62,4.2,0,1.3
13,13057,＜牛乳及び乳製品＞（チーズ類）　ナチュラルチーズ　やぎ　　,296,52.9,20.6,21.7,88,2.7,0,2.2
13,13058,＜牛乳及び乳製品＞（チーズ類）　ナチュラルチーズ　リコッタ　　,162,72.9,7.1,11.5,57,6.7,0,1.7
13,13040,＜牛乳及び乳製品＞（チーズ類）　プロセスチーズ　　　,339,45,22.7,26,78,1.3,0,5
13,13041,＜牛乳及び乳製品＞（チーズ類）　チーズスプレッド　　　,305,53.8,15.9,25.7,87,0.6,0,4
13,13042,＜牛乳及び乳製品＞（アイスクリーム類）　アイスクリーム　高脂肪　　,212,61.3,3.5,12,32,22.4,0,0.8
13,13043,＜牛乳及び乳製品＞（アイスクリーム類）　アイスクリーム　普通脂肪　　,180,63.9,3.9,8,53,23.2,0,1
13,13044,＜牛乳及び乳製品＞（アイスクリーム類）　アイスミルク　　　,167,65.6,3.4,6.4,18,23.9,0,0.7
13,13045,＜牛乳及び乳製品＞（アイスクリーム類）　ラクトアイス　普通脂肪　　,224,60.4,3.1,13.6,21,22.2,0,0.7
13,13046,＜牛乳及び乳製品＞（アイスクリーム類）　ラクトアイス　低脂肪　　,108,75.2,1.8,2,4,20.6,0,0.4
13,13047,＜牛乳及び乳製品＞（アイスクリーム類）　ソフトクリーム　　　,146,69.6,3.8,5.6,13,20.1,0,0.9
13,13048,＜牛乳及び乳製品＞（その他）　カゼイン　　　,378,10.6,86.2,1.5,26,0,0,1.7
13,13049,＜牛乳及び乳製品＞（その他）　シャーベット　　　,127,69.1,0.9,1,1,28.7,0,0.3
13,13050,＜牛乳及び乳製品＞（その他）　チーズホエーパウダー　　　,362,2.2,12.5,1.2,28,77,0,7.1
13,13051,＜その他＞人乳　　　　,65,88,1.1,3.5,15,7.2,0,0.2
13,13052,＜その他＞やぎ乳　　　　,63,88,3.1,3.6,13,4.5,0,0.8
14,14023,（植物油脂類）　あまに油　,921,,0,100,2,0,0,0
14,14024,（植物油脂類）　えごま油　,921,,0,100,0,0,0,0
14,14001,（植物油脂類）　オリーブ油　　　,921,0,0,100,0,0,0,0
14,14002,（植物油脂類）　ごま油　　　,921,0,0,100,0,0,0,0
14,14003,（植物油脂類）　米ぬか油　　　,921,0,0,100,0,0,0,0
14,14004,（植物油脂類）　サフラワー油　ハイオレイック　,921,0,0,100,0,0,0,0
14,14025,（植物油脂類）　サフラワー油　ハイリノール　,921,0,0,100,0,0,0,0
14,14005,（植物油脂類）　大豆油　　　,921,0,0,100,1,0,0,0
14,14006,（植物油脂類）　調合油　　　,921,0,0,100,2,0,0,0
14,14007,（植物油脂類）　とうもろこし油　　　,921,0,0,100,0,0,0,0
14,14008,（植物油脂類）　なたね油　　　,921,0,0,100,2,0,0,0
14,14009,（植物油脂類）　パーム油　　　,921,0,0,100,1,0,0,0
14,14010,（植物油脂類）　パーム核油　　　,921,0,0,100,1,0,0,0
14,14011,（植物油脂類）　ひまわり油　ハイリノール　,921,0,0,100,0,0,0,0
14,14026,（植物油脂類）　ひまわり油  ミッドオレイック　　,921,0,0,100,0,0,0,0
14,14027,（植物油脂類）　ひまわり油　ハイオレイック　　,921,0,0,100,0,0,0,0
14,14028,（植物油脂類）　ぶどう油　　　,921,0,0,100,0,0,0,0
14,14012,（植物油脂類）　綿実油　　　,921,0,0,100,0,0,0,0
14,14013,（植物油脂類）　やし油　　　,921,0,0,100,1,0,0,0
14,14014,（植物油脂類）　落花生油　　　,921,0,0,100,0,0,0,0
14,14015,（動物脂類）　牛脂　　　,940,,0.2,99.8,100,0,0,0
14,14016,（動物脂類）　ラード　　　,941,0,0,100,100,0,0,0
14,14017,（バター類）　有塩バター　　　,745,16.2,0.6,81,210,0.2,0,2
14,14018,（バター類）　食塩不使用バター　　　,763,15.8,0.5,83,220,0.2,0,0.5
14,14019,（バター類）　発酵バター　　　,752,13.6,0.6,80,230,4.4,0,1.4
14,14020,（マーガリン類）　ソフトタイプマーガリン　家庭用　,769,14.7,0.4,83.1,5,0.4,0,1.3
14,14029,（マーガリン類）　ソフトタイプマーガリン　業務用　,778,14.8,0.3,84.3,5,0.1,0,0.5
14,14021,（マーガリン類）　ファットスプレッド　　　,635,30.2,0.2,69.1,4,0,0,1.2
14,14022,（その他）　ショートニング　家庭用　　,920,0.1,0,99.9,4,0,0,0
14,14030,（その他）　ショートニング　業務用　製菓　　　,921,,0,99.9,4,0,0,0
14,14031,（その他）　ショートニング　業務用　フライ　　　,920,0.1,0,99.9,4,0,0,0
15,15001,＜和生菓子・和半生菓子類＞甘納豆　あずき　　　,296,26.2,5.6,0.6,,67.1,4.7,0.5
15,15002,＜和生菓子・和半生菓子類＞甘納豆　いんげんまめ　　　,302,25.2,5.5,1.1,,67.6,5.6,0.6
15,15003,＜和生菓子・和半生菓子類＞甘納豆　えんどう　　　,310,23.1,5.2,1,,70.1,4.9,0.6
15,15005,＜和生菓子・和半生菓子類＞今川焼　　　　,221,45.5,4.5,1,24,48.5,1.9,0.5
15,15006,＜和生菓子・和半生菓子類＞ういろう　　　　,183,54.5,1.1,0.2,0,44.1,0.1,0.1
15,15007,＜和生菓子・和半生菓子類＞うぐいすもち　　　　,241,40,3.6,0.4,0,55.7,2,0.3
15,15008,＜和生菓子・和半生菓子類＞かしわもち　　　　,206,48.5,4,0.4,0,46.7,1.7,0.4
15,15009,＜和生菓子・和半生菓子類＞カステラ　　　　,319,25.6,6.2,4.6,160,63.2,0.6,0.4
15,15010,＜和生菓子・和半生菓子類＞かのこ　　　　,264,34,4.8,0.4,0,60.4,3.8,0.4
15,15011,＜和生菓子・和半生菓子類＞かるかん　　　　,230,42.5,2.1,0.3,0,54.7,0.4,0.4
15,15012,＜和生菓子・和半生菓子類＞きび団子　　　　,304,24.4,1.7,0.3,0,73.5,0.3,0.1
15,15013,＜和生菓子・和半生菓子類＞ぎゅうひ　　　　,257,36,1.3,0.2,0,62.5,0.1,
15,15014,＜和生菓子・和半生菓子類＞きりざんしょ　　　　,248,38,2.1,0.3,0,59.3,0.2,0.3
15,15015,＜和生菓子・和半生菓子類＞きんぎょく糖　　　　,288,28,,,0,72,0.8,
15,15016,＜和生菓子・和半生菓子類＞きんつば　　　　,265,34,6,0.7,0,58.6,5.7,0.7
15,15017,＜和生菓子・和半生菓子類＞草もち　　　　,229,43,4.2,0.4,0,52.1,2,0.3
15,15018,＜和生菓子・和半生菓子類＞くし団子　あん　　　,201,50,3.8,0.4,0,45.5,1.2,0.3
15,15019,＜和生菓子・和半生菓子類＞くし団子　みたらし　　,197,50.5,3.1,0.4,0,45.2,0.3,0.8
15,15121,＜和生菓子・和半生菓子類＞くずもち　くずでん粉製品　　　,91,77.4,0.1,0.1,0,22.5,0,
15,15122,＜和生菓子・和半生菓子類＞くずもち　小麦でん粉製品　,91,77.4,0.1,0.1,0,22.4,0,0.1
15,15020,＜和生菓子・和半生菓子類＞げっぺい　　　　,357,20.9,5.2,8.7,1,64.5,2.5,0.7
15,15123,＜和生菓子・和半生菓子類＞五平もち　,181,54.7,3,0.5,0,41,0.8,0.7
15,15021,＜和生菓子・和半生菓子類＞桜もち　関東風　　　,239,40.5,4.5,0.4,0,54.3,2.6,0.3
15,15022,＜和生菓子・和半生菓子類＞桜もち　関西風　　　,200,50,3.4,0.2,0,46.1,1.7,0.3
15,15124,＜和生菓子・和半生菓子類＞笹だんご　　　　,239,40.5,3.9,0.5,0,54.7,2.2,0.4
15,15023,＜和生菓子・和半生菓子類＞大福もち　　　　,235,41.5,4.8,0.5,0,52.8,2.5,0.4
15,15024,＜和生菓子・和半生菓子類＞タルト（和菓子）　　　　,293,30,5.9,2.9,110,60.8,1.5,0.4
15,15025,＜和生菓子・和半生菓子類＞ちまき　　　　,153,62,1.3,0.2,0,36.4,0.1,0.1
15,15026,＜和生菓子・和半生菓子類＞ちゃつう　　　　,328,22.5,6.2,4.1,0,66.5,3.8,0.7
15,15027,＜和生菓子・和半生菓子類＞どら焼　　　　,284,31.5,6.6,2.5,81,58.7,3.1,0.7
15,15004,＜和生菓子・和半生菓子類＞生八つ橋　あん入り　　　　,279,30.5,4.5,0.4,0,64.3,3,0.3
15,15028,＜和生菓子・和半生菓子類＞ねりきり　　　　,264,34,5.3,0.3,0,60.1,3.6,0.3
15,15029,＜和生菓子・和半生菓子類＞まんじゅう　カステラまんじゅう　　　,294,27.9,6.6,1.6,43,63.4,3,0.5
15,15030,＜和生菓子・和半生菓子類＞まんじゅう　くずまんじゅう　　　,220,45,3.1,0.2,0,51.4,2.2,0.3
15,15031,＜和生菓子・和半生菓子類＞まんじゅう　くりまんじゅう　　　,309,24,6,1.3,33,68.2,3,0.4
15,15032,＜和生菓子・和半生菓子類＞まんじゅう　とうまんじゅう　　　,297,28,6.2,2.1,68,63.4,2.5,0.4
15,15033,＜和生菓子・和半生菓子類＞まんじゅう　蒸しまんじゅう　　　,260,35,4.9,0.4,0,59.2,2.9,0.5
15,15034,＜和生菓子・和半生菓子類＞まんじゅう　中華まんじゅう　あんまん　　,280,36.6,6.1,5.7,3,51.1,2.6,0.4
15,15035,＜和生菓子・和半生菓子類＞まんじゅう　中華まんじゅう　肉まん　　,260,39.5,10,5.1,,43.5,3.2,1.9
15,15036,＜和生菓子・和半生菓子類＞もなか　　　　,285,29,4.8,0.4,0,65.6,3.1,0.2
15,15037,＜和生菓子・和半生菓子類＞ゆべし　　　　,327,22,2.4,3.5,0,71.2,0.6,0.8
15,15038,＜和生菓子・和半生菓子類＞ようかん　練りようかん　　　,296,26,3.6,0.2,0,70,3.1,0.2
15,15039,＜和生菓子・和半生菓子類＞ようかん　水ようかん　　　,171,57,2.6,0.1,0,40,2.2,0.3
15,15040,＜和生菓子・和半生菓子類＞ようかん　蒸しようかん　　　,242,39.5,4.4,0.3,0,55.4,2.9,0.4
15,15041,＜和干菓子類＞あめ玉　　　　,390,2.5,0,0,0,97.5,0,
15,15042,＜和干菓子類＞芋かりんとう　　　　,476,5.5,1.4,20.5,,71.3,2.6,1.2
15,15043,＜和干菓子類＞おこし　　　　,383,5,3.8,0.8,0,90.1,0.4,0.3
15,15044,＜和干菓子類＞おのろけ豆　　　　,448,3,11.7,13.5,0,69.8,2.3,2
15,15045,＜和干菓子類＞かりんとう　黒　　　,440,3.5,7.6,11.6,,76.3,1.2,1.1
15,15046,＜和干菓子類＞かりんとう　白　　　,444,2.5,9.7,11.2,,76.2,1.7,0.4
15,15047,＜和干菓子類＞ごかぼう　　　　,387,10,10.7,6.4,,71.6,4.6,1.3
15,15048,＜和干菓子類＞小麦粉せんべい　磯部せんべい　　　,381,4.2,4.3,0.8,0,89.3,1.3,1.5
15,15049,＜和干菓子類＞小麦粉せんべい　かわらせんべい　　　,398,4.3,7.5,3.5,110,84,1.1,0.7
15,15050,＜和干菓子類＞小麦粉せんべい　巻きせんべい　　　,392,3.5,4.3,1.4,34,90.3,1,0.4
15,15051,＜和干菓子類＞小麦粉せんべい　南部せんべい　ごま入り　　,431,3.3,11.2,10.8,0,72.3,4.2,2.4
15,15052,＜和干菓子類＞小麦粉せんべい　南部せんべい　落花生入り　　,428,3.3,11.7,9.6,0,73.8,3.5,1.6
15,15053,＜和干菓子類＞しおがま　　　　,355,10,2.7,0.3,0,85.4,0.6,1.6
15,15055,＜和干菓子類＞ひなあられ　関東風　　　,400,4.7,5.1,4.3,0,85.3,1.3,0.6
15,15056,＜和干菓子類＞ひなあられ　関西風　　　,398,2.6,7.7,3.1,0,84.6,1.3,1.9
15,15057,＜和干菓子類＞米菓　揚げせんべい　　　,465,4,5.7,17.5,,71.2,0.5,1.6
15,15058,＜和干菓子類＞米菓　甘辛せんべい　　　,380,4.5,6.7,0.9,0,86.3,0.6,1.6
15,15059,＜和干菓子類＞米菓　あられ　　　,381,4.4,7.9,1.4,0,84.2,1.3,2.1
15,15060,＜和干菓子類＞米菓　しょうゆせんべい　　　,373,5.9,7.8,1,0,83.1,0.8,2.2
15,15061,＜和干菓子類＞ボーロ　小粒　　　,391,4.5,2.5,2.2,84,90.4,0,0.4
15,15062,＜和干菓子類＞ボーロ　そばボーロ　　　,406,2,7.7,3.4,99,86.1,1.5,0.8
15,15063,＜和干菓子類＞松風　　　　,381,5.3,4,0.7,0,89.7,1.2,0.2
15,15064,＜和干菓子類＞みしま豆　　　　,430,1.6,12.4,8.7,0,75.6,6.1,1.7
15,15065,＜和干菓子類＞八つ橋　　　　,394,1.8,3.3,0.5,0,94.2,0.3,0.2
15,15066,＜和干菓子類＞らくがん　らくがん　　　,389,3,2.4,0.2,0,94.3,0.2,0.1
15,15067,＜和干菓子類＞らくがん　麦らくがん　　　,397,2.4,4.7,1.8,0,90.4,5.4,0.7
15,15068,＜和干菓子類＞らくがん　もろこしらくがん　　　,389,2.5,7.3,0.3,0,89.3,7.3,0.6
15,15125,＜菓子パン類＞揚げパン　　　　,377,27.7,8.7,18.7,3,43.5,1.8,1.4
15,15069,＜菓子パン類＞あんパン　　　　,280,35.5,7.9,5.3,0,50.2,2.7,1.1
15,15126,＜菓子パン類＞あんパン　薄皮タイプ　,260,37.4,6.6,2.4,0,52.8,4.9,0.7
15,15127,＜菓子パン類＞カレーパン 皮及び具　,321,41.3,6.6,18.3,13,32.3,1.6,1.5
15,15128,＜菓子パン類＞カレーパン　皮のみ　,384,30.8,7.2,22.4,14,38.4,1.3,1.2
15,15129,＜菓子パン類＞カレーパン　具のみ　,180,64.5,5.3,9.3,11,18.8,2.4,2.1
15,15070,＜菓子パン類＞クリームパン　　　　,305,36,10.3,10.9,130,41.4,1.2,1.4
15,15130,＜菓子パン類＞クリームパン　薄皮タイプ　,227,52.1,6.6,8,150,32.3,0.7,1
15,15071,＜菓子パン類＞ジャムパン　　　　,297,32,6.6,5.8,0,54.5,1.8,1.1
15,15072,＜菓子パン類＞チョココロネ　　　　,337,33.5,7.1,15.3,5,42.8,1.3,1.4
15,15131,＜菓子パン類＞チョコパン　薄皮タイプ　,348,35,5.5,18.7,8,39.5,0.9,1.3
15,15132,＜菓子パン類＞メロンパン　　　　,366,20.9,8,10.5,37,59.9,1.7,0.8
15,15073,＜ケーキ・ペストリー類＞シュークリーム　　　　,228,56.3,6,11.3,230,25.6,0.3,0.9
15,15074,＜ケーキ・ペストリー類＞スポンジケーキ　　　　,298,32,8.1,5.6,170,53.8,0.8,0.5
15,15075,＜ケーキ・ペストリー類＞ショートケーキ 果実なし　　　　,327,35,7.1,13.8,140,43.6,0.6,0.5
15,15133,＜ケーキ・ペストリー類＞タルト（洋菓子）　　　　,262,50.3,4.2,13.2,87,31.4,1,0.8
15,15134,＜ケーキ・ペストリー類＞チーズケーキ　ベイクドチーズケーキ　　　,318,46.1,8.5,21.2,170,23.3,0.2,0.9
15,15135,＜ケーキ・ペストリー類＞チーズケーキ　レアチーズケーキ　　　,364,43.1,5.8,28,,22.1,,1
15,15076,＜ケーキ・ペストリー類＞デニッシュペストリー　　　　,417,25.5,7,24.7,41,41.7,1.6,1.1
15,15077,＜ケーキ・ペストリー類＞ドーナッツ　イーストドーナッツ　　　,386,27.5,7.2,20.2,22,43.9,1.5,1.2
15,15078,＜ケーキ・ペストリー類＞ドーナッツ　ケーキドーナッツ　　　,375,20,7.2,11.7,100,60.2,1.2,0.9
15,15079,＜ケーキ・ペストリー類＞パイ　パイ皮　　　,435,32,7.7,33.7,1,25.2,1.7,1.4
15,15080,＜ケーキ・ペストリー類＞パイ　アップルパイ　　　,304,45,4,17.5,1,32.7,1.3,0.8
15,15081,＜ケーキ・ペストリー類＞パイ　ミートパイ　　　,397,36.2,9.9,29.9,14,22,1.8,2
15,15082,＜ケーキ・ペストリー類＞バターケーキ　　　　,443,20,5.8,25.4,170,47.9,0.7,0.9
15,15083,＜ケーキ・ペストリー類＞ホットケーキ　　　　,261,40,7.7,5.4,84,45.2,1.1,1.6
15,15084,＜ケーキ・ペストリー類＞ワッフル　カスタードクリーム入り　　　,252,45.9,7.3,7.9,170,38.1,,0.9
15,15085,＜ケーキ・ペストリー類＞ワッフル　ジャム入り　　　,287,33,4.8,4.2,59,57.3,1.3,0.6
15,15086,＜デザート菓子類＞カスタードプリン　　　　,126,74.1,5.5,5,140,14.7,,0.7
15,15136,＜デザート菓子類＞牛乳寒天　　,65,85.2,1.1,1.3,4,12.2,0.5,0.2
15,15087,＜デザート菓子類＞ゼリー　オレンジ　　　,89,77.6,2.1,0.1,0,19.8,0.2,0.4
15,15088,＜デザート菓子類＞ゼリー　コーヒー　　　,48,87.8,1.6,0,0,10.4,,0.1
15,15089,＜デザート菓子類＞ゼリー　ミルク　　　,109,76.8,4.3,3.7,12,14.4,0,0.7
15,15090,＜デザート菓子類＞ゼリー　ワイン　　　,66,84.1,1.7,0,0,13.3,0,
15,15091,＜デザート菓子類＞ババロア　　　　,218,60.9,5.6,12.8,170,20,0,0.7
15,15092,＜ビスケット類＞ウエハース　　　　,454,2.1,7.6,13.6,18,75.3,1.2,1.4
15,15141,＜ビスケット類＞ウエハース　クリーム入り　,499,1.7,5.9,22,15,69.4,0.9,1.1
